chart_id,difficulty,source_file,display_bpm,ebpm,total_stream_length,max_stream_length,break_count,stream_break_ratio,average_nps,peak_ebpm
a0cf1b89,40,Stamina RPG 8 - Unlocks/[40] Survive/Survive.sm,420.0,420.1,370,210,4,8.409,23.94,210.1
8e37040e,40,Stamina RPG 8 - Unlocks/[40] The Lake Of Tears/The Lake Of Tears.sm,432.0,432.0,249,48,6,13.833,24.36,351.0
a8fe2b35,40,Stamina RPG 8 - Unlocks/[40] V1/V1.sm,444.0,444.0,147,99,1,6.125,22.66,249.7
c6e979a9,41,Stamina RPG 8 - Unlocks/[41] Make Magic/Make Magic.sm,460.0,460.0,120,36,5,2.727,18.66,
39f3cb7c,41,Stamina RPG 8 - Unlocks/[41] Misericorde I - As The Flesh Falls/Misericorde.sm,420.0,420.0,612,210,5,4.25,23.0,
f0a23143,41,Stamina RPG 8 - Unlocks/[41] Sunshine Coastline/Sunshine Coastline.sm,436.0,436.0,272,144,1,34.0,25.97,218.0
f610d83a,41,Stamina RPG 8 - Unlocks/[41] Wee Monsters/Wee Monsters.sm,450.0,300.0,138,48,3,23.0,15.12,168.8
ff351b32,41,Stamina RPG 8 - Unlocks/[41] Xenoflux/Xenoflux ending.sm,440.0,210.0,189,96,1,63.0,12.51,
d5fe1141,41,Stamina RPG 8 - Unlocks/[41] xenon/xenon.sm,474.0,316.0,124,21,5,4.593,16.44,177.8
36cb699b,42,Stamina RPG 8 - Unlocks/[42] Cry of the Brave/Cry of the Brave.sm,430.0,430.0,544,183,7,10.88,25.62,
d73c7ca9,42,Stamina RPG 8 - Unlocks/[42] FREEDOM DiVE/FREEDOM DiVE.sm,444.0,444.4,372,172,4,3.72,23.78,277.8
3c3a6e70,42,Stamina RPG 8 - Unlocks/[42] Nocturnal 2097/Nocturnal 2097.sm,465.0,465.0,144,50,3,2.0,20.37,
1a66b893,42,Stamina RPG 8 - Unlocks/[42] Rock On! Rockoon!/Rock On! Rockoon!.sm,453.0,453.0,229,118,3,11.45,26.47,
06a5aece,42,Stamina RPG 8 - Unlocks/[42] SMARTDRV.EXE/SMARTDRV.EXE.sm,470.0,470.0,99,76,1,11.0,22.46,264.4
27a89915,42,Stamina RPG 8 - Unlocks/[42] ZERO-ONE/ZERO-ONE.sm,480.0,480.0,120,20,5,2.727,22.28,330.0
6b890391,43,Stamina RPG 8 - Unlocks/[43] Another Lovely Beyond/Another Lovely Beyond.sm,450.0,450.0,388,126,6,4.85,24.88,281.2
54cdab93,43,Stamina RPG 8 - Unlocks/[43] Jehovah's YaHVeH/Jehovah's YaHVeH.sm,440.0,440.0,453,113,8,14.613,24.54,247.5
e6a19820,43,Stamina RPG 8 - Unlocks/[43] Never Die/Never Die.sm,464.0,464.0,238,127,1,14.0,27.26,
5f328dc5,25,Stamina RPG 8/[25] The End Of The Universe (Hard)/The End Of The Universe.sm,240.0,240.0,1965,144,33,3.722,13.25,210.0
30fbde23,26,Stamina RPG 8 - Unlocks/[26] Battle Medley (FFRK Ver.arrange) (Hard)/Battle Medley (FFRK Ver.arrange).sm,252.0,229.5,929,184,23,6.112,13.29,200.8
877c0fab,27,Stamina RPG 8/[27] Chinatown K-Pop Medley (Hard)/chinatownkpop.sm,260.0,260.0,1102,112,30,6.56,15.36,227.5
30435d1a,28,Stamina RPG 8/[28] Arc Stream Works - Full Meter/arcmix.sm,270.0,270.0,1469,89,39,4.913,15.49,253.1
550a77ec,29,Stamina RPG 8 - Unlocks/[29] ayu trance 2 (Side A)/ayutrance2.sm,280.0,280.0,1602,203,13,6.0,16.09,210.0
bf15b89b,30,Stamina RPG 8 - Unlocks/[30] ayu trance 2 (Side B) FB 290/ayutrance2.sm,290.0,290.0,1625,225,23,7.386,17.14,235.6
0bd91bfd,12,East Coast Stamina 14 - Lower/[12] Fuuga/Fuuga.sm,130.0,130.0,66,33,0,0.0,8.01,
b7d9126b,12,East Coast Stamina 14 - Lower/[12] INTERNET OVERDOSE/INTERNET OVERDOSE.sm,163.0,163.0,38,24,2,1.267,7.27,132.4
fddf28bb,12,East Coast Stamina 14 - Lower/[12] Panorama/panorama.sm,126.0,126.0,97,23,3,10.778,7.76,102.4
4827a232,12,East Coast Stamina 14 - Lower/[12] Tom's Diner/tommy.sm,140.0,140.0,50,22,1,12.5,7.39,131.2
f7e67131,12,East Coast Stamina 14 - Lower/[12] VOODOO PEOPLE (Mr.Machine Remix)/TheProdigy.sm,155.0,155.0,61,7,3,3.389,7.0,126.0
35bb4b19,12,Stamina RPG 9/[12] whole again/whole again.sm,120.0,120.0,349,27,26,1.67,5.85,112.5
f047b318,13,East Coast Stamina 14 - Lower/[13] Fjordland/Fjordland.sm,133.0,133.0,160,88,1,20.0,8.3,
76c93089,13,East Coast Stamina 14 - Lower/[13] Girls Night (Hard)/girlsnight.sm,128.0,128.0,437,60,16,5.081,7.7,112.0
3d4265bf,13,East Coast Stamina 14 - Lower/[13] Kan Saete Kuyashiiwa/Kan Saete Kuyashiiwa.sm,150.0,150.0,96,27,7,2.462,8.43,140.6
76edc973,13,East Coast Stamina 14 - Lower/[13] Liminalcave/liminalcave.sm,177.0,177.0,39,14,2,2.6,7.82,165.9
79945db5,13,East Coast Stamina 14 - Lower/[13] Runaway Baby/Runaway Baby.sm,164.0,164.0,74,13,1,5.692,9.23,82.0
064740fb,13,East Coast Stamina 14 - Lower/[13] Turbo Killer/turbo_killer_652df4466034c.sm,147.0,147.0,91,64,2,2.758,7.95,137.8
04f1e518,14,East Coast Stamina 14 - Lower/[14] Crowded Roomz/Crowded Roomz.sm,170.0,170.0,90,54,2,5.0,9.16,85.0
73495e10,14,East Coast Stamina 14 - Lower/[14] Gotta Catch 'em All/lapras.sm,180.0,191.2,77,15,10,1.262,9.06,168.8
d011d566,14,East Coast Stamina 14 - Lower/[14] MOON/MOON.sm,156.0,156.0,121,16,6,4.654,8.35,136.5
0cce796d,14,East Coast Stamina 14 - Lower/[14] Valhalla (Hard)/Valhalla.sm,147.0,147.0,187,46,8,3.4,8.37,137.8
cf0b2600,14,East Coast Stamina 14 - Lower/[14] Weak Executioner II/WeakExecutionerII.sm,165.0,165.0,126,45,4,6.0,9.68,154.7
eda670a0,14,East Coast Stamina 14 - Lower/[14] What's Happenin' Forum/WHF.sm,136.0,136.0,697,88,10,13.94,8.4,127.5
7c991eff,15,Stamina RPG 9/[15] Cascada Greatest Hits Megamix/cascada.sm,142.0,177.5,864,63,34,3.498,8.1,133.1
c09f5c14,15,East Coast Stamina 14 - Lower/[15] Funky Shit/Funky Shit.sm,175.0,175.0,131,23,1,4.679,8.14,109.4
c4c78273,15,East Coast Stamina 14 - Lower/[15] Geocide/Geocide.sm,153.0,153.0,360,78,4,7.5,8.75,124.3
1a03e078,15,East Coast Stamina 14 - Lower/[15] HAELE III ~Angel Worlds~/haeleiii.sm,185.0,185.0,73,30,3,4.867,10.36,138.8
07f18b8e,15,East Coast Stamina 14 - Lower/[15] Taiyou ga Hoshii Dake/Taiyou ga Hoshi Dake.sm,195.0,195.0,86,15,5,2.529,10.52,158.4
0683221a,15,East Coast Stamina 14 - Lower/[15] Warning/warning.sm,164.0,174.2,199,55,2,24.875,10.36,133.2
c5f5fb53,16,East Coast Stamina 14 - Lower/[16] After Confession/After Confession.sm,187.0,187.0,145,61,2,8.056,11.41,105.2
f9a24bde,16,East Coast Stamina 14 - Lower/[16] Colors/Colors.sm,200.0,200.0,131,40,4,3.047,10.44,112.5
815751a4,16,East Coast Stamina 14 - Lower/[16] Endorphin Machine/Endorphin Machine.sm,190.0,190.0,136,24,5,3.317,10.7,142.5
50912d92,16,East Coast Stamina 14 - Lower/[16] Showdown/showdown.sm,174.0,174.0,183,31,6,6.1,10.42,152.2
64c031c6,16,East Coast Stamina 14 - Lower/[16] Vitality/Vitality.sm,165.0,165.0,385,62,12,12.031,9.92,154.7
b84de791,16,East Coast Stamina 14 - Lower/[16] or not to [b]e/OrNotToBe.sm,153.0,153.0,875,252,10,6.783,9.04,143.4
e14968c0,17,East Coast Stamina 14 - Lower/[17] Ascension to Heaven/AscensionToHeaven.sm,200.0,200.0,143,96,1,3.972,9.08,137.5
5987468e,17,East Coast Stamina 14 - Lower/[17] Baik Baik Sayang/Baik Baik Sayang.sm,180.0,180.0,303,48,5,8.657,10.94,135.0
e339bc3f,17,East Coast Stamina 14 - Lower/[17] Cavalcade/5FlSsv41rAlX.128.sm,210.0,210.0,104,32,5,2.811,10.93,105.0
c316bd53,17,Stamina RPG 9/[17] Eurobeat Meets Sharpnel/Eurobeat Mix.sm,170.0,170.0,679,40,36,3.994,10.0,159.4
0ff2a490,17,East Coast Stamina 14 - Lower/[17] Neurostreamz (Restep)/NEUROSTREAMZRestep.sm,174.0,174.0,362,128,2,16.455,10.02,119.6
cbf2c129,17,East Coast Stamina 14 - Lower/[17] SYAKUNETSU/SYAKUNETSU.sm,195.0,195.0,153,56,4,9.0,12.18,182.8
37aa7092,18,East Coast Stamina 14 - Mid/[18] 23/23.sm,215.0,215.0,156,47,7,3.714,11.46,188.1
f909f001,18,East Coast Stamina 14 - Mid/[18] Cardiologie (Part 1)/cardiologie PT1.sm,185.0,185.0,446,46,7,16.519,11.0,127.2
a390e1c1,18,East Coast Stamina 14 - Mid/[18] Katamari On The Swing/Katamari On The Swing.sm,206.0,206.0,183,74,7,6.31,11.58,193.1
f67436fd,18,East Coast Stamina 14 - Mid/[18] One Click Headshot/One Click Headshot.sm,220.0,220.0,116,14,7,2.417,9.96,178.8
a7e0d16b,18,East Coast Stamina 14 - Mid/[18] TTFAF Stream Extended Mix/TTFAF TURBO 190.sm,190.0,190.0,332,65,13,6.385,11.14,154.4
6ef26cd5,18,East Coast Stamina 14 - Mid/[18] Upon the Wanderer's Path/UtWP.sm,180.0,180.0,734,176,8,8.437,10.56,157.5
4ddec50b,19,East Coast Stamina 14 - Mid/[19] Feeling Good/Feeling Good.sm,207.0,207.0,347,62,3,9.378,11.66,155.2
815cfdff,19,East Coast Stamina 14 - Mid/[19] Kizashi/Kizashi.sm,214.0,214.0,242,46,6,5.902,11.93,133.8
f35355ba,19,East Coast Stamina 14 - Mid/[19] Lovesickore/Slax - Lovesickore.sm,225.0,225.0,136,47,5,3.091,11.95,210.9
b47cf9bb,19,East Coast Stamina 14 - Mid/[19] ORBITAL SUNRISE/ORBITAL SUNRISE.sm,195.0,195.0,461,63,0,0.0,12.73,
15aead26,19,East Coast Stamina 14 - Mid/[19] Perfect Neglect/Perfect Neglect.sm,230.0,230.0,89,54,4,3.296,11.93,215.6
e29e05fc,19,East Coast Stamina 14 - Mid/[19] XXXV/XXXV.sm,195.0,195.0,760,64,25,3.636,10.32,182.8
1257d4ee,20,East Coast Stamina 14 - Mid/[20] Blinded By Light (Hard)/blindedbylight.sm,246.0,246.0,84,42,1,2.333,10.21,92.2
a12af2a0,20,East Coast Stamina 14 - Mid/[20] Hacktory Aming Touch/HacktoryAmingTouch.sm,203.0,203.0,540,128,3,90.0,12.83,177.6
8fa35c36,20,Stamina RPG 9/[20] Liveweapon Sampler Mix/Liveweapon Sampler Mix draft.sm,203.0,203.0,1100,57,38,3.284,11.05,190.3
4193fe53,20,East Coast Stamina 14 - Mid/[20] Nightbreed/Nightbreed.sm,210.0,210.0,402,79,0,0.0,12.24,
00d9e96d,20,East Coast Stamina 14 - Mid/[20] Urn I/Urn I.sm,225.0,225.0,165,141,2,6.875,12.49,140.6
48828331,20,East Coast Stamina 14 - Mid/[20] What You Gonna Do About It/What You Gonna Do About It.sm,234.0,234.0,128,28,6,3.657,12.1,219.4
64beeeea,21,Stamina RPG 7 - Unlocks/[21] Blind-Ox Minimix/Blind-Ox Minimix.sm,215.0,205.0,921,55,8,17.056,12.84,192.2
50c3da0f,21,East Coast Stamina 14 - Mid/[21] Equus/Equus.sm,215.0,215.0,489,167,5,7.523,12.7,161.2
f5b64660,21,East Coast Stamina 14 - Mid/[21] FORBIDDEN/FORBIDDEN.sm,245.0,244.7,104,33,2,8.667,13.4,183.5
7d3117dc,21,East Coast Stamina 14 - Mid/[21] GRAVITY/GRAVITY.sm,220.0,220.0,368,64,1,184.0,13.71,192.5
74c12cd1,21,East Coast Stamina 14 - Mid/[21] Hadean Heart/HadeanHeart.sm,252.0,252.0,96,48,1,4.0,10.63,
8e848061,21,East Coast Stamina 14 - Mid/[21] Heart of Concrete/Heart of Concrete.sm,235.0,235.0,160,80,1,10.0,13.46,220.3
7a10c2b1,22,East Coast Stamina 14 - Mid/[22] 15 Days of Silence/15DaysOfSilence.sm,228.0,228.0,392,47,4,17.043,13.07,
986d5641,22,East Coast Stamina 14 - Mid/[22] Extratone Pirates/Extratone Pirates.sm,250.0,250.0,104,43,2,8.667,13.68,171.9
ac68af7c,22,East Coast Stamina 14 - Mid/[22] Magnetic/magnetic.sm,262.0,262.0,101,24,3,2.59,12.44,212.9
94406f00,22,East Coast Stamina 14 - Mid/[22] Taboo Assembly/Taboo Assembly.sm,240.0,240.0,193,56,4,8.042,14.15,225.0
e1ee6a86,25,East Coast Stamina 14 - Upper/[25] Ground Dasher/04. Ground Dasher.sm,268.0,268.0,184,139,3,10.824,15.49,234.5
75c2d8e1,25,East Coast Stamina 14 - Upper/[25] Laika/Laika.sm,296.0,296.0,125,32,3,1.042,11.48,148.0
4c8258a0,25,East Coast Stamina 14 - Upper/[25] Mine/Bazzi - Mine.sm,286.0,286.0,102,24,7,3.643,13.4,
7615973e,25,East Coast Stamina 14 - Speed/[25] Ms.Rave & Mr.Bounce/04 - Ms.Rave & Mr.Bounce.sm,304.0,304.0,67,14,4,2.792,13.85,152.0
6a2639ea,25,East Coast Stamina 14 - Upper/[25] Xolodilnik/Xolodilnik.sm,250.0,250.0,734,58,21,4.267,14.43,234.4
0b64a011,25,East Coast Stamina 14 - Upper/[25] in the groove (ddr vip)/itgddr.sm,274.0,274.1,108,46,2,18.0,14.38,251.3
70bc4398,25,East Coast Stamina 14 - Speed/[25] xenon II FP 314/xenon II.sm,314.0,314.0,76,14,5,1.81,13.81,196.2
f5fe557b,26,East Coast Stamina 14 - Upper/[26] Abandon the Linear/Abandon the Linear.sm,290.0,290.0,167,36,15,1.687,13.85,217.5
ec1b2a96,26,East Coast Stamina 14 - Upper/[26] Freak/Freak.sm,304.0,304.0,103,48,2,2.146,13.2,
df480671,26,East Coast Stamina 14 - Upper/[26] Saturn Sampler - Aesthetic Jams/Saturn Sampler - Aesthetic Jamz.sm,260.0,260.0,559,85,8,6.987,15.16,238.3
56ad8e70,26,East Coast Stamina 14 - Upper/[26] Shadow/Shadow.sm,285.0,285.0,117,72,1,4.875,12.55,154.4
2435cb55,26,East Coast Stamina 14 - Speed/[26] Stoic/1.20 - TaQ - Dance Dance Revolution EXTREME ORIGINAL SOUNDTRACK - stoic (EXTREME version).sm,310.0,310.0,92,32,1,5.75,17.32,155.0
bae6f04c,26,"East Coast Stamina 14 - Upper/[26] Tabun, Kaze/tabun.sm",278.0,278.0,215,79,3,2.24,13.56,225.9
a4c6ab11,26,East Coast Stamina 14 - Speed/[26] Up All Night/Up All Night.sm,320.0,320.0,48,48,0,0.0,14.34,
182c6028,27,East Coast Stamina 14 - Upper/[27] Lost/01 Lost.sm,315.0,315.0,120,51,3,1.053,11.49,105.0
3f59990f,27,East Coast Stamina 14 - Speed/[27] Love Countdown/lovecountdown.sm,320.0,320.0,136,31,5,1.528,13.07,160.0
4b363380,27,East Coast Stamina 14 - Upper/[27] Machinery Attack/Machinery Attack.sm,288.0,288.0,125,64,2,20.833,15.73,162.0
4d8ff68c,27,East Coast Stamina 14 - Upper/[27] Mean Bean Machine/Mean Bean Machine.sm,301.0,301.0,143,64,2,14.3,17.28,
d00b5335,27,East Coast Stamina 14 - Upper/[27] Mr Brightside/mrbrightside.sm,296.0,295.9,207,79,3,6.469,16.04,
37931ada,27,East Coast Stamina 14 - Speed/[27] Pluck/Pluck.sm,330.0,330.0,94,20,11,0.979,10.78,185.6
a25bd17a,27,East Coast Stamina 14 - Upper/[27] independent (Cyber NATION Dub mix)/independent.sm,276.0,276.0,371,112,8,3.71,14.01,207.0
f203a3df,28,East Coast Stamina 14 - Speed/[28] Chromatic Burst FP 332/Chromatic Burst.sm,332.0,332.0,94,14,9,2.043,14.92,269.8
015cbeb0,28,East Coast Stamina 14 - Upper/[28] Crossing Rage FB 312/Crossing Rage!.sm,312.0,312.0,213,36,4,4.26,15.55,247.0
0728a5e2,28,"East Coast Stamina 14 - Speed/[28] Dance, Dance/Dance.sm",344.0,343.5,72,24,3,2.4,13.06,
24942fff,28,East Coast Stamina 14 - Upper/[28] Koro Funk (Hard)/Koro Funk.sm,321.0,321.6,106,21,5,6.625,18.56,201.0
06cf2c16,28,East Coast Stamina 14 - Upper/[28] PsyStyle Nation/psystyle.sm,308.0,308.0,191,31,5,4.442,16.16,192.5
3a42f72a,28,East Coast Stamina 14 - Upper/[28] Sin to Win/Sin to Win.sm,294.0,312.4,171,104,2,21.375,16.78,
5309362b,28,East Coast Stamina 14 - Upper/[28] Universe/Universe.sm,285.0,285.0,384,48,2,54.857,17.16,201.9
df5fd556,29,East Coast Stamina 14 - Speed/[29] Berry Go!!/Berry Go!!.sm,350.0,350.0,80,48,1,2.5,13.38,
5bbbd068,29,East Coast Stamina 14 - Upper/[29] Blood Angels/blood.sm,307.0,307.5,302,120,3,11.185,16.33,205.0
c318618f,29,East Coast Stamina 14 - Upper/[29] FLASH 2000 TOUR Vol.2/flashtour.sm,315.0,315.0,268,96,3,6.872,15.82,131.2
322c26d6,29,East Coast Stamina 14 - Upper/[29] Final Option -ixion-/09. zts - Final Option -ixion-.sm,290.0,290.0,403,160,3,10.605,17.77,
fb5d635e,29,East Coast Stamina 14 - Speed/[29] Outer Limits FB 345/Outer Limits.sm,345.0,345.0,90,24,5,3.0,14.55,
17d41a1c,29,East Coast Stamina 14 - Upper/[29] Over Now/overnow.sm,328.0,328.0,160,50,3,2.0,12.58,205.0
986cb4a2,29,East Coast Stamina 14 - Upper/[29] Ultramania/Ultramania.sm,331.0,331.1,178,40,7,1.798,15.52,206.9
8255d5b0,30,East Coast Stamina 14 - Upper/[30] Divine Intervention/Divine Intervention.sm,320.0,320.0,200,200,0,0.0,21.23,
878599b2,30,East Coast Stamina 14 - Upper/[30] ENAMEL/ENAMEL.sm,336.0,336.0,202,46,7,2.658,16.21,266.0
9754907a,30,East Coast Stamina 14 - Speed/[30] Good Parts/goodparts.sm,363.0,363.0,106,22,4,1.767,13.67,249.6
c451a745,30,East Coast Stamina 14 - Speed/[30] Night Survivor/Night Survivor.sm,352.0,352.0,128,32,3,1.067,14.13,176.0
53d2f98f,30,East Coast Stamina 14 - Upper/[30] Numb/13 Numb.sm,330.0,330.1,135,99,2,1.5,12.78,
4e14d9f8,30,East Coast Stamina 14 - Upper/[30] One More Lovely (AAH)/One More Lovely.sm,300.0,300.0,536,388,1,178.667,18.66,
2e9f7d00,30,East Coast Stamina 14 - Upper/[30] The Fate Of FB 310/The Fate Of FB 310.sm,310.0,310.0,360,168,2,22.5,18.35,
207f52d9,30,East Coast Stamina 14 - Speed/[30] Xepher/Xepher.sm,340.0,340.0,123,40,7,3.968,17.2,212.5
083d08b9,31,East Coast Stamina 14 - Upper/[31] Blue Two FP 310/Blue Two FP 310.sm,310.0,310.0,608,608,0,0.0,20.11,
bbae200c,31,East Coast Stamina 14 - Upper/[31] Dark Caves of Lolno/Dark Caves of Lolno (24ths).sm,333.0,333.0,173,123,3,4.943,18.36,305.2
83ef53d6,31,East Coast Stamina 14 - Upper/[31] Flamethrower Jambon Beurre/beurre.sm,323.0,322.5,480,192,3,11.163,19.22,201.6
b483910c,31,East Coast Stamina 14 - Upper/[31] Hellfire/hellfire.sm,320.0,320.0,434,246,3,36.167,20.16,
150743d0,31,East Coast Stamina 14 - Upper/[31] Hollow Hans Requiem/hollowhans.sm,330.0,330.0,198,120,1,11.0,18.4,
f2be89e2,31,East Coast Stamina 14 - Speed/[31] Lethal Strike/Lethal Strike.sm,345.0,345.1,209,58,7,3.943,19.18,316.3
58e18247,31,East Coast Stamina 14 - Upper/[31] Life Burst (Liquid E.T. Remix)/Life Burst (Liquid E.T. Remix).sm,318.0,318.0,572,430,0,0.0,19.71,
f2d7d2fc,31,East Coast Stamina 14 - Speed/[31] P8107 (Hard)/P8107.sm,360.0,360.0,136,32,4,2.473,16.43,202.5
3def3f66,31,East Coast Stamina 14 - Upper/[31] RIP THE KNOB OFF/Rip The Knob Off.sm,315.0,315.0,660,93,9,10.476,18.97,210.0
582875e7,31,East Coast Stamina 14 - Upper/[31] Trails Of Cold Stream SC Part5/TOCS SC P5.sm,315.0,315.0,607,252,4,10.466,18.89,183.8
dd696377,31,East Coast Stamina 14 - Speed/[31] Tranzport (Hard)/Tranzport.sm,351.0,351.0,124,63,2,1.938,16.76,307.1
7a1cb53d,31,East Coast Stamina 14 - Speed/[31] yellow head joe (Medium)/yellow head joe.sm,374.0,374.0,88,32,6,1.725,17.84,303.9
e2c4b184,32,East Coast Stamina 14 - Speed/[32] Alone/alone.sm,348.0,348.0,192,96,1,4.0,17.84,
6299df56,32,East Coast Stamina 14 - Speed/[32] HEAVENLY MOON (Hard)/HEAVENLY MOON.sm,370.0,370.0,85,32,1,2.179,14.95,300.6
7694c419,32,East Coast Stamina 14 - Speed/[32] Pure Ruby (Hard)/Pure Ruby.sm,356.0,356.0,158,80,3,7.182,20.2,200.2
7b679e00,32,East Coast Stamina 14 - Speed/[32] Scythe of 13 (Medium)/Scythe of 13.sm,380.0,380.0,112,32,5,1.0,13.74,190.0
e7416872,32,East Coast Stamina 14 - Speed/[32] Titanics Maneuver/titan.sm,361.0,361.0,128,64,2,7.111,18.32,203.1
32663047,32,East Coast Stamina 14 - Speed/[32] X-matic II/X-matic II.sm,336.0,336.0,396,256,2,12.375,20.07,
a2830506,33,East Coast Stamina 14 - Speed/[33] Beastie Staeter/Beastie Staeter.sm,380.0,380.0,106,46,3,2.865,16.19,190.0
cf5152da,33,East Coast Stamina 14 - Speed/[33] Confiserie/Confiserie.sm,370.0,370.0,122,45,3,3.697,20.02,254.4
3b81019a,33,East Coast Stamina 14 - Speed/[33] Crush/Crush.sm,348.0,348.0,240,240,0,0.0,21.33,
9ed69bb9,33,East Coast Stamina 14 - Speed/[33] One More Last Time/onemorelasttime.sm,390.0,390.0,79,27,3,1.234,11.72,268.1
1e0e6581,33,East Coast Stamina 14 - Speed/[33] Starry Sonic Strike! (Hard)/Starry Sonic Strike!.sm,360.0,360.0,196,88,2,12.25,20.37,180.0
046cb136,34,East Coast Stamina 14 - Speed/[34] Boy Division/01 Boy Division.sm,366.0,365.9,224,44,6,6.222,21.11,183.0
26b8d992,34,East Coast Stamina 14 - Speed/[34] Dokudenpa/dokudenpa.sm,376.0,376.3,128,128,0,0.0,17.33,
e1fb20b1,34,East Coast Stamina 14 - Speed/[34] Magnetic/magnetic.sm,393.0,393.0,148,36,8,2.145,18.2,245.6
6f927df8,34,East Coast Stamina 14 - Speed/[34] Stand Alone Beat Masta/Stand Alone Beat Masta.sm,400.0,400.0,84,14,5,1.4,13.02,
7f82e16c,34,East Coast Stamina 14 - Speed/[34] Treasure Planet FB 386/Treasure Planet.sm,386.0,386.0,135,31,3,3.649,20.29,361.9
7c5f81ab,35,East Coast Stamina 14 - Speed/[35] As If It's Your Last/asifitsyourlast.sm,375.0,375.0,269,72,6,8.406,21.27,210.9
e1f1be63,35,East Coast Stamina 14 - Speed/[35] Cross the X/crossthex.sm,360.0,360.0,320,90,5,26.667,21.87,292.5
c72d70d6,35,East Coast Stamina 14 - Speed/[35] ETA/eta.sm,405.0,405.0,117,48,2,1.56,15.6,329.1
4ab4c181,35,East Coast Stamina 14 - Speed/[35] Shigan no zaregoto/Shigan no Zaregoto.sm,390.0,390.0,155,32,6,9.118,22.39,
c6c46493,36,East Coast Stamina 14 - Speed/[36] Stay In Your Room With K (Medium)/Stay In Your Room With K.sm,420.0,420.0,92,32,2,2.706,14.67,
bc769037,37,East Coast Stamina 14 - Speed/[37] Phantasmal Blaze/Phantasmal Blaze.sm,400.0,400.0,306,150,4,5.667,22.45,
3c377cd3,37,East Coast Stamina 14 - Speed/[37] Wiggle Wop FB 436/Wiggle Wop.sm,436.0,436.0,79,15,5,1.58,14.05,272.5
cb64449f,40,East Coast Stamina 14 - Speed/[40] Innocent Walls/Innocent Walls.sm,465.0,465.0,65,23,2,9.286,24.89,406.9
61306d82,43,East Coast Stamina 14 - Speed/[43] Moon Over the Castle/Yourvinished ft Rammy - Moon Over the Castle.sm,450.0,450.0,433,93,7,6.873,25.52,365.6
25b67855,26,East Coast Stamina 14 - Upper/[26] The Biggest Beat/thebiggestbeat.sm,260.0,260.0,928,144,9,6.535,14.78,146.2
f6f125b4,27,East Coast Stamina 14 - Upper/[27] In Memoriam Side B/In Memoriam.sm,270.0,255.0,1114,96,26,4.781,13.85,239.1
19ffbb44,28,Stamina RPG 7/[28] Candy Speed Pops Medley/candyspeedpops.sm,280.0,280.0,765,65,23,2.304,13.94,262.5
c1146657,30,East Coast Stamina 14 - Upper/[30] BIGSTAMINA SHARPNEL (part 5)/BSS P5.sm,300.0,300.0,1848,201,22,3.403,15.13,237.5
97492e54,31,East Coast Stamina 14 - Upper/[31] Zeta Force/Zeta Force.sm,310.0,310.0,526,135,3,9.741,13.91,245.4
77b4b814,12,Stamina RPG 5 - Unlocks/[12] BBoom BBoom/steps.sm,138.0,138.0,76,31,4,3.04,7.48,120.8
2a256f4f,12,Stamina RPG 5 - Unlocks/[12] Bubble Tea (Easy)/BUBBLE TEA (feat. juu & cinders).sm,160.0,160.0,30,16,2,1.765,5.32,110.0
174254ed,12,Stamina RPG 5 - Unlocks/[12] Dream of You (Medium)/dreamofyou.sm,160.0,160.0,63,16,7,0.829,7.5,150.0
df0e7e2e,12,Stamina RPG 5 - Unlocks/[12] Gekka/gekka.sm,132.0,132.0,113,24,5,2.974,7.09,107.2
69170c44,12,Stamina RPG 5 - Unlocks/[12] Heartbeat (Hard)/heartbeat.sm,155.0,154.9,54,15,2,1.688,6.97,77.5
8a72047c,12,Stamina RPG 5 - Unlocks/[12] Hitorigoto (Hard)/Hitorigoto.sm,165.0,165.0,28,21,1,1.273,7.64,123.8
1a71d084,12,Stamina RPG 5 - Unlocks/[12] Into My Dream/Into My Dream.sm,140.0,140.0,97,62,1,5.389,7.26,
4ffd332e,12,Stamina RPG 5 - Unlocks/[12] Johanna/Johanna.sm,134.0,134.0,57,22,3,0.983,6.5,108.9
39330e5d,12,Stamina RPG 5 - Unlocks/[12] Kamaz (Hard)/kamaz.sm,150.0,150.0,52,8,3,2.261,7.15,140.6
b2d8a227,12,Stamina RPG 5 - Unlocks/[12] Pepsiman (Medium)/Pepsiman.sm,158.0,167.9,48,16,2,1.714,7.5,88.9
7d3f13f2,12,Stamina RPG 5 - Unlocks/[12] The Pressure (Hard)/Stonebank - The Pressure.sm,170.0,170.0,28,7,0,0.0,7.11,
ec8d133f,12,Stamina RPG 5 - Unlocks/[12] Triller/GSPD - Triller.sm,145.0,145.0,80,24,2,4.211,8.37,117.8
90aa8539,12,Stamina RPG 5 - Unlocks/[12] Welcome to Japari Park (Medium)/Welcome to Japari Park.sm,170.0,170.0,24,16,1,2.4,7.86,116.9
9168b1e8,12,Stamina RPG 5 - Unlocks/[12] floating point (Novice)/The Algorithm - floating point.sm,140.0,140.0,121,15,5,2.75,7.41,113.8
b0d36579,13,Stamina RPG 5 - Unlocks/[13] Amidst (Novice)/Amidst.sm,165.0,165.0,49,15,0,0.0,8.24,
492b95cc,13,Stamina RPG 5 - Unlocks/[13] Coastline FB 138/coastlinefb138.sm,138.0,138.0,175,72,2,4.268,7.6,86.2
